DATAFLOW,LAST UPDATE,freq,siec,partner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SI,2019,0.04,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SI,2020,0.07,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,SK,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2015,8.21,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2016,9.26,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2017,8.36,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2018,9.11,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2019,12.58,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,TR,2020,11.65,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2015,0.02,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2016,3.34,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2017,0.71,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2018,0.39,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2019,0.29,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UA,2020,0.02,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2015,0.98,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2016,0.55,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2017,0.48,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2018,0.48,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2019,2.10,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,UK,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,DZ,PC,XK,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AL,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,AT,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BA,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2015,0.09,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2016,0.09,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2017,0.07,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2019,0.27,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BE,2020,0.21,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2019,1.71,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,BG,2020,1.05,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CY,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,CZ,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2015,0.07,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DE,2020,0.06,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,DK,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EE,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2015,3.22,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2016,0.48,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2017,0.46,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2018,0.57,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2019,9.48,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,EL,2020,5.32,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2015,11.98,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2016,14.55,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2017,12.98,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2018,11.95,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2019,12.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ES,2020,12.83,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FI,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2015,2.65,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2016,3.15,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2017,6.20,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2018,6.80,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2019,8.73,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,FR,2020,7.59,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,GE,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HR,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,HU,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2015,0.05,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2016,0.11,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2017,0.10,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2018,0.09,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2019,0.39,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IE,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IS,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2015,0.05,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2016,0.15,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2017,0.23,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2018,0.13,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2019,0.28,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,IT,2020,0.35,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2017,0.03,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LI,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2017,3.76,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LT,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LU,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,LV,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MD,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,ME,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MK,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2018,14.19,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,MT,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2018,0.01,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2019,1.09,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NL,2020,0.68,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,NO,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PL,2020,0.46,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2015,19.18,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2016,18.21,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2017,33.91,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2018,40.64,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2019,53.51,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,PT,2020,53.79,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RO,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2018,0.00,s
