DATAFLOW,LAST UPDATE,freq,siec,partner,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,RS,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2017,0.01,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2019,0.03,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SE,2020,0.04,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SI,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,SK,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2015,2.96,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2016,3.02,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2017,3.76,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2018,4.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2019,5.37,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,TR,2020,3.95,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2016,0.56,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2017,0.45,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2018,0.12,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2019,0.30,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UA,2020,0.04,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2015,0.10,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2016,0.22,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2017,0.19,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2018,0.16,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2019,0.74,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,UK,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NG,PC,XK,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AL,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,AT,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BA,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2015,44.25,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2016,46.63,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2017,51.93,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2018,52.36,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2019,40.41,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BE,2020,50.18,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2019,2.11,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,BG,2020,0.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CY,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2015,0.19,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2016,0.03,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2017,0.81,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2018,0.50,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2019,0.27,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,CZ,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2015,28.79,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2016,10.99,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2017,9.73,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2018,2.92,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2019,2.92,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DE,2020,23.79,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,DK,2020,19.58,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2018,0.10,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2019,0.52,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EE,2020,1.29,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2015,4.93,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2016,2.10,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2017,1.26,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2018,0.02,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2019,11.66,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,EL,2020,2.44,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2015,10.50,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2016,11.46,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2017,11.67,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2018,10.37,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2019,9.09,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ES,2020,7.29,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2018,1.56,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2019,2.48,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FI,2020,0.81,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2015,52.61,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2016,46.49,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2017,46.15,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2018,42.27,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2019,38.39,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,FR,2020,38.91,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,GE,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2015,0.27,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2017,0.04,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2018,0.02,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2019,0.03,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HR,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,HU,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2015,32.57,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2016,35.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2017,40.06,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2018,38.86,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2019,31.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IE,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IS,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2015,6.85,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2016,2.68,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2017,4.26,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2018,5.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2019,9.39,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,IT,2020,11.88,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2017,32.68,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2019,26.95,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LI,2020,23.99,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2015,17.40,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2016,61.71,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2017,35.41,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2018,43.23,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2019,53.69,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LT,2020,37.51,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2015,63.90,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2016,63.85,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2017,32.91,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2018,32.91,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2019,32.90,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LU,2020,32.90,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,LV,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MD,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,ME,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2015,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2018,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2019,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MK,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2017,0.73,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2018,1.64,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2019,2.37,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,MT,2020,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2018,51.47,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2019,46.19,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NL,2020,37.31,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2015,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2016,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2017,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2018,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2019,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,NO,2020,,z
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2015,5.24,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2016,2.43,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2017,2.63,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2018,2.75,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2019,1.85,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PL,2020,6.04,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PT,2015,1.78,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PT,2016,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PT,2017,0.00,s
ESTAT:NRG_IND_IDOGAS(1.0),29/09/22 23:00:00,A,G3000,NO,PC,PT,2018,1.42,s
