"country","year","gdp_capita","population","urban_pop","life_exp","eco_freedom","employment_ratio","gov_edu_expend","gov_health_expend","literacy","poverty","child_mortality","hunger"
"NOR","1999",30407.96537,4461913,0.75086,78.28292683,"68.6",0.6379999924,0.1485471,0.1601456783,NA,NA,0.005,NA
"NPL","1999",1144.131152,23315053,0.12886,61.60009756,"53.1",0.8459999847,NA,0.1012250582,NA,NA,0.0856,0.231
"NRU","1999",NA,10044,1,NA,NA,NA,NA,0.1236842105,NA,NA,0.0422,NA
"NZL","1999",20579.00242,3835100,0.85613,77.8902439,"81.7",0.6009999847,0.1772079,0.1476583544,NA,NA,0.0076,NA
"OED","1999",23641.99623,1146703053,0.7548302701,76.80182288,NA,0.5610225265,0.1180168,0.1460462692,NA,NA,0.01355197332,NA
"OMN","1999",32939.40047,2225481,0.71589,71.91039024,"64.9",0.5190000153,0.1032786,0.0737594217,NA,NA,0.0178,0.155
"OSS","1999",NA,20515051,0.4928273682,60.63181591,NA,0.5601049848,0.1676763,NA,NA,NA,0.09392258174,0.2409211538
"PAK","1999",2662.543374,135158132,0.32874,62.52314634,NA,0.4759999847,0.1130733,0.0335776758,NA,NA,0.1149,0.221
"PAN","1999",7911.796378,2970193,0.61451,74.91365854,NA,0.5579999924,0.1897315,0.1885869565,NA,0.0847,0.0265,0.26
"PER","1999",4978.190998,25561297,0.72631,70.03009756,"69.2",0.6759999847,NA,0.1434598088,NA,0.0711,0.0418,0.223
"PHL","1999",3205.48391,76285225,0.4805,66.56190244,"61.9",0.6029999924,NA,0.0785188423,NA,NA,0.0406,0.221
"PLW","1999",10870.4568,18878,0.69869,NA,NA,NA,NA,0.132260749,NA,NA,0.0277,NA
"PNG","1999",1514.921817,5236863,0.13375,58.48487805,"56.3",0.6969999695,NA,0.1063004212,NA,NA,0.0793,NA
"POL","1999",9920.359495,38660271,0.61672,73.04390244,"59.6",0.4870000076,0.108919,0.0931450741,NA,1e-04,0.0099,NA
"PRE","1999",1784.51128,537505596,0.3105546364,50.32458068,NA,0.6135252441,NA,NA,NA,NA,0.1624766424,0.2637056172
"PRI","1999",24868.2537,3800081,0.94298,75.38117073,NA,0.42,NA,NA,NA,NA,NA,NA
"PRK","1999",NA,22641747,0.59334,64.39526829,NA,0.7780000305,NA,NA,NA,NA,0.0674,0.376
"PRT","1999",16806.08157,10217828,0.53743,75.96341463,"65.6",0.5759999847,0.1185663,0.1249728441,NA,NA,0.0077,NA
"PRY","1999",4925.629615,5196935,0.54693,69.81253659,NA,0.6409999847,0.2187683,0.1692674695,NA,0.0407,0.0346,0.139
"PSE","1999",3710.124435,2848431,0.71747,70.57492683,NA,0.3329999924,NA,NA,NA,NA,0.0308,NA
"PSS","1999",3736.675103,1941464,0.3433051722,66.43964202,NA,NA,NA,NA,NA,NA,0.0310382728,0.08068364577
"PST","1999",25185.47022,1015143403,0.7619922667,77.12177718,NA,0.5630761118,0.1178087,0.1474190141,NA,NA,0.007555530862,NA
"PYF","1999",NA,232956,0.56144,72.09339024,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","1999",NA,570643,0.96105,76.37704878,"62",0.7569999695,0.0963585,0.0501650816,NA,NA,0.0129,NA
"ROU","1999",5429.226142,22472040,0.53158,70.51219512,"50.1",0.6140000153,NA,0.0857459769,NA,0.0132,0.0281,NA
"RUS","1999",5914.300411,147214392,0.73354,66.04365854,NA,0.5279999924,NA,0.0977574901,NA,0.0082,0.0242,NA
"RWA","1999",605.0001059,7585143,0.14064,46.22607317,"39.8",0.8540000153,0.2190942,0.0997019454,NA,NA,0.2006,0.645
"SAS","1999",1927.88695,1360594891,0.2712506372,62.4893817,NA,0.5732414924,0.1764342,0.04474110996,NA,NA,0.0971,0.1933761966
"SAU","1999",26829.62029,20825955,0.79616,72.29885366,"65.5",0.4590000153,0.233294,0.0855192003,NA,NA,0.0238,0.05
"SDN","1999",1673.593193,27406808,0.32442,57.65058537,"39.6",0.4420000076,NA,0.0909235284,NA,NA,0.1088,NA
"SEN","1999",1481.470445,9617641,0.402,57.5082439,"60.6",0.6880000305,0.1682036,0.0904094337,NA,NA,0.1397,0.309
"SGP","1999",37390.08745,3958723,1,77.55121951,"86.9",0.6240000153,NA,0.0938852276,NA,NA,0.0043,NA
"SLB","1999",1607.280038,401319,0.15496,62.19087805,NA,0.6320000076,NA,0.172651357,0.766,NA,0.0335,0.146
"SLE","1999",767.1555779,3948800,0.35384,37.81253659,"47.2",0.6190000153,NA,0.1463579881,NA,NA,0.2411,0.353
"SLV","1999",4904.848181,5775660,0.58357,68.43541463,NA,0.5690000153,0.1360802,0.1447627628,NA,0.0891,0.0344,0.138
"SMR","1999",NA,27097,0.93115,80.52439024,NA,NA,NA,0.2041762364,NA,NA,0.0059,NA
"SOM","1999",NA,7148406,0.32878,50.40126829,NA,0.5240000153,NA,NA,NA,NA,0.1744,NA
"SRB","1999",5225.608694,7540401,0.52919,NA,NA,0.4720000076,NA,0.1360677237,NA,NA,0.0131,NA
"SSA","1999",1842.272405,649950074,0.3040750588,50.14985277,NA,0.6298371042,NA,NA,NA,0.2637,0.1588,0.2871890748
"SSD","1999",NA,6398416,0.16376,48.80629268,NA,NA,NA,NA,NA,NA,0.1914,NA
"SSF","1999",1843.810019,650030484,0.3040992617,50.14985277,NA,0.6298371042,NA,NA,NA,NA,0.1594514681,0.2871890748
"SST","1999",NA,28868201,0.4650424108,63.09568612,NA,0.5594404809,0.16755365,NA,NA,NA,0.07826691284,0.1920060394
"STP","1999",NA,134602,0.52467,63.13702439,NA,NA,NA,0.0865437393,NA,NA,0.0932,0.246
"SUR","1999",7537.450123,475637,0.66371,67.8864878,"40.1",0.4409999847,NA,0.1421352286,NA,0.1652,0.0357,0.135
"SVK","1999",10568.6007,5396020,0.56294,72.90243902,NA,0.5,0.0861408,0.1072335138,NA,NA,0.0122,NA
"SVN","1999",16997.60107,1983045,0.50725,75.0097561,"61.3",0.5390000153,NA,0.1277988967,NA,NA,0.0058,NA
"SWE","1999",27184.58541,8857874,0.83998,79.44146341,"64.2",0.575,0.124802,0.1209307603,NA,NA,0.0041,NA
"SWZ","1999",5296.997536,1048151,0.22817,50.15643902,"62.1",0.4359999847,0.204332,0.1063670412,NA,NA,0.1233,0.239
"SXM","1999",NA,31084,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC","1999",14214.01993,80410,0.49973,NA,NA,NA,0.0937376,0.0788590604,NA,0.0011,0.0142,NA
"SYR","1999",NA,15972430,0.51578,72.47173171,NA,0.475,NA,0.0718738157,NA,NA,0.0244,NA
"TCA","1999",NA,17866,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD","1999",805.4920752,8042713,0.21604,47.57407317,"47.2",0.6690000153,0.1705998,0.105167529,NA,NA,0.193,0.417
"TEA","1999",3046.226794,1773820531,0.3544015849,70.08953279,NA,0.7198870902,NA,NA,NA,NA,0.04442269314,0.185160773
"TEC","1999",5816.643728,435716325,0.6302830358,68.1362445,NA,0.521095771,NA,0.09681329839,NA,NA,0.03762197499,NA
"TGO","1999",1044.263236,4747665,0.3246,53.52402439,"48.2",0.7280000305,0.2341876,0.0768778982,NA,NA,0.1239,0.298
"THA","1999",6926.20699,61973957,0.30969,70.47556098,NA,0.7,0.1897908,0.0880093372,NA,0.0036,0.0235,0.192
"TJK","1999",861.2259541,6094126,0.2676,63.36363415,"41.2",0.5859999847,0.1183439,0.0698611431,NA,0.1749,0.0994,0.385
"TKM","1999",3977.536577,4449427,0.45689,63.75121951,"36.1",0.535,NA,0.1230077121,NA,NA,0.0838,0.096
"TLA","1999",8147.741487,502290053,0.7467809581,71.00643261,NA,0.5896082256,0.1563322,0.09311717975,NA,NA,0.03449966281,0.130364714
"TLS","1999",NA,841063,0.2391,58.3657561,NA,0.54,NA,NA,NA,NA,0.116,0.441
"TMN","1999",6810.386012,270716244,0.5481021137,68.89869334,NA,0.4025647818,NA,NA,NA,NA,0.0481410559,0.094752353
"TON","1999",3472.529279,97398,0.22984,70.62507317,NA,NA,0.2260827,0.1833622184,NA,NA,0.0179,NA
"TSA","1999",1927.88695,1360594891,0.2712506372,62.4893817,NA,0.5732414924,0.1764342,0.04474110996,NA,NA,0.09716314489,0.1933761966
"TSS","1999",1843.810019,650030484,0.3040992617,50.14985277,NA,0.6298371042,NA,NA,NA,NA,0.1594514681,0.2871890748
"TTO","1999",13098.57823,1264781,0.1058,68.55156098,"72.4",0.5320000076,0.0970982,0.0794069468,NA,NA,0.0287,0.138
"TUN","1999",5777.449201,9455900,0.63043,72.5,"61.1",0.4029999924,0.2490079,0.1162554582,NA,NA,0.034,0.05
"TUR","1999",8311.060006,62295617,0.64223,69.41539024,"59.2",0.4770000076,NA,0.1034038076,NA,NA,0.0424,0.05
"TUV","1999",2409.52912,9374,0.45607,NA,NA,NA,NA,0.072267058,NA,NA,0.0442,NA
"TZA","1999",1128.546867,33135281,0.21947,49.80663415,"60",0.8469999695,NA,0.0923636888,NA,NA,0.1379,0.363
"UGA","1999",825.0714212,23026357,0.11997,45.56497561,"64.8",0.7940000153,NA,0.1129392784,NA,0.1919,0.1548,0.291
"UKR","1999",3484.41102,49673350,0.67106,68.21341463,"43.7",0.5179999924,0.1353417,0.1102816092,NA,0.0165,0.0192,NA
"UMC","1999",4853.483442,2245633172,0.4890674986,70.2482513,NA,0.6563321122,NA,NA,NA,0.0964,0.0414,0.1474689881
"URY","1999",10210.8809,3309318,0.91743,74.46634146,NA,0.5709999847,NA,0.096369156,NA,NA,0.0175,0.05
"USA","1999",34620.9289,279040000,0.78742,76.58292683,"75.5",0.635,NA,0.1650654732,NA,NA,0.0086,NA
"UZB","1999",1870.940391,24311650,0.37564,66.83331707,"33.8",0.53,NA,0.0904956799,NA,NA,0.065,0.091
"VCT","1999",5762.422067,107879,0.44823,70.56939024,NA,NA,0.2114544,0.0849315068,NA,NA,0.0223,0.211
"VEN","1999",10981.35382,24023355,0.87647,72.08626829,NA,0.565,NA,0.0747390222,NA,0.0532,0.0277,0.181
"VGB","1999",NA,20186,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR","1999",NA,108596,0.92228,77.30617073,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","1999",1948.959234,76596700,0.23817,72.91353659,"42.7",0.7619999695,NA,0.0809654197,0.902783,NA,0.0351,0.313
"VUT","1999",2107.761018,181346,0.21382,67.15982927,NA,NA,0.2582178,0.1068240478,0.74,NA,0.0288,0.083
"WSM","1999",3150.922756,173758,0.21886,69.13704878,"58.7",NA,0.1341717,0.1246592769,NA,NA,0.0224,0.084
"YEM","1999",2969.209344,17304422,0.25752,60.22756098,NA,0.4029999924,NA,0.085683227,NA,NA,0.0999,0.301
"ZAF","1999",7568.321317,42923485,0.56411,57.15668293,"63.3",0.4220000076,NA,0.1314437857,NA,NA,0.0728,0.053
"ZMB","1999",1601.615111,10309310,0.35258,42.85578049,"64.2",0.7030000305,NA,0.1305204945,0.6800179,NA,0.1691,0.407
"ZWE","1999",2036.210228,12374019,0.33347,42.7914878,"47.2",0.6709999847,NA,NA,NA,NA,0.1052,0.436
"ABW","2000",NA,90858,0.46717,73.72060976,NA,NA,0.2182276,NA,0.9729125,NA,NA,NA
"AFG","2000",NA,19701940,0.21282,55.12587805,NA,0.4370000076,NA,NA,NA,NA,0.137,0.452
"AGO","2000",3036.559728,15058638,0.32419,45.20478049,"24.3",0.6640000153,0.0525508,0.0286214414,NA,0.1465,0.2167,0.511
"ALB","2000",4045.752069,3089027,0.41741,74.27153659,"53.6",0.5379999924,0.1013703,0.0707697796,NA,NA,0.0262,NA
"AND","2000",NA,65399,0.92395,NA,NA,NA,NA,0.190780762,NA,NA,0.0046,NA
"ARB","2000",9022.789765,281326250,0.5307719012,67.65143489,NA,0.4184536741,NA,NA,0.6594879,NA,0.06041298861,0.1018777873
"ARE","2000",84974.89409,3050128,0.80236,74.45153659,"74.2",0.745,NA,0.0779805421,NA,NA,0.0111,0.05
"ARG","2000",NA,37057453,0.89142,73.75580488,"70",0.4920000076,0.1622696,0.175926503,NA,0.0293,0.0202,0.05
"ARM","2000",2313.331946,3076098,0.64666,71.27658537,"63",0.5240000153,NA,0.0526357812,NA,NA,0.0301,0.214
"ASM","2000",NA,57522,0.88587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG","2000",15312.5665,77648,0.32127,73.39729268,NA,NA,NA,0.1142215511,NA,NA,0.0155,NA
"AUS","2000",26373.96968,19153000,0.87165,79.23414634,"77.1",0.5940000153,0.1359023,0.1600274234,NA,NA,0.0062,NA
"AUT","2000",29566.24767,8011566,0.658,78.12682927,"68.4",0.56,0.1112452,0.1450897578,NA,NA,0.0055,NA
"AZE","2000",3534.329148,8048600,0.51386,66.7582439,"49.8",0.565,0.18498,0.0535368344,NA,NA,0.074,0.225
"BDI","2000",565.3579325,6767073,0.08246,51.4854878,"42.6",0.7809999847,0.1343737,0.0713329046,0.5930362,NA,0.1522,NA
"BEL","2000",28278.29829,10251250,0.97128,77.72195122,"63.5",0.4870000076,NA,0.1234436419,NA,NA,0.0058,NA
"BEN","2000",1305.034602,6949366,0.38333,55.1882439,"61.5",0.7180000305,0.135132,0.0998683094,NA,NA,0.1447,0.239
"BFA","2000",829.0523864,11607944,0.17844,50.34592683,"55.7",0.8080000305,NA,0.087630929,NA,NA,0.1857,0.266
"BGD","2000",1304.442358,131280739,0.2359,65.34797561,NA,0.6840000153,0.2049042,0.0810084165,NA,0.1881,0.088,0.231
"BGR","2000",6344.336359,8170172,0.68899,71.66341463,"47.3",0.4179999924,NA,0.0900031382,NA,NA,0.021,NA
"BHR","2000",35792.04549,666855,0.88372,74.5994878,"75.7",0.6270000076,NA,0.1022909784,NA,NA,0.0126,NA
"BHS","2000",20486.83736,297891,0.82009,72.25429268,NA,0.6540000153,0.1949561,0.1478524743,NA,NA,0.0157,NA
"BIH","2000",4373.125089,3792878,0.39306,74.26073171,"45.1",0.3390000153,NA,0.1132594965,0.966631,NA,0.0092,NA
"BLR","2000",5785.87425,10005000,0.69973,68.91219512,"41.3",0.5459999847,NA,0.1008509937,NA,0.0041,0.0143,NA
"BLZ","2000",5511.750367,247312,0.47663,68.41887805,"63.3",0.5490000153,0.1605444,0.0650624252,NA,NA,0.025,0.065
"BMU","2000",40535.20826,61833,1,77.88536585,NA,NA,NA,NA,NA,NA,NA,NA
"BOL","2000",3497.279475,8339512,0.61834,60.69004878,"65",0.6709999847,0.1867085,0.086715206,NA,0.1906,0.0802,0.346
"BRA","2000",8963.389913,175786441,0.81192,70.04197561,"61.1",0.6170000076,0.1145216,0.0408448287,0.8636788,NA,0.032,0.123
"BRB","2000",11443.57652,269838,0.3383,73.2195122,"69.5",0.6320000076,0.1397806,0.0985700978,NA,NA,0.0163,0.05
"BRN","2000",59253.67743,330554,0.71164,75.28880488,NA,0.6490000153,0.0892074,0.0625523499,NA,NA,0.0094,0.05
"BTN","2000",2850.815991,564187,0.25418,60.65039024,NA,0.6559999847,0.1377201,0.1218622449,NA,NA,0.0796,NA
"BWA","2000",8212.672296,1736579,0.53219,48.69363415,"65.8",0.5840000153,NA,0.074888974,NA,NA,0.0829,0.356
"CAF","2000",661.6501937,3726048,0.37639,44.59729268,NA,0.725,0.0993077,0.1263816385,0.5064517,NA,0.1748,0.441
"CAN","2000",29187.51875,30769700,0.79478,79.23658537,"70.5",0.6079999924,0.1274552,0.1506547317,NA,NA,0.0062,NA
"CEB","2000",10004.17368,108405522,0.6156743926,72.71969035,NA,0.5033827899,0.1026199,0.1055907602,0.9895185,NA,0.01407401299,NA
"CHE","2000",34500.07861,7184250,0.73322,79.6804878,"76.8",0.655,NA,0.1543131832,NA,NA,0.0056,NA
"CHI","2000",NA,148725,0.30465,77.5145122,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","2000",9848.898397,15170387,0.86073,76.82082927,"74.7",0.4970000076,0.1640148,0.1450477165,NA,0.0119,0.0109,0.05
"CHN","2000",2915.414665,1262645000,0.35877,71.73046341,"56.4",0.7359999847,NA,0.1081523021,0.9092021,NA,0.0369,0.162
"CIV","2000",2360.206139,16517948,0.43541,46.69939024,NA,0.6379999924,0.2080695,0.1003101834,0.4874076,NA,0.1456,0.149
"CMR","2000",1905.370959,15927713,0.45542,51.93587805,"49.9",0.645,0.1168372,0.0608776267,0.6840916,NA,0.1504,0.323
"COD","2000",410.9759541,48048664,0.35122,50.00287805,NA,0.6630000305,NA,0.017848314,NA,NA,0.161,NA
"COG","2000",3684.100083,3109269,0.58695,50.58987805,NA,0.6370000076,NA,0.047927365,NA,NA,0.1216,0.359
"COL","2000",6585.333975,40403959,0.72075,70.98870732,"63.3",0.5390000153,0.1328683,0.1930496151,NA,0.1068,0.0251,0.099
"COM","2000",1122.212766,547696,0.2808,59.43890244,NA,0.51,NA,0.0932021687,0.6848923,NA,0.1011,NA
"CPV","2000",3014.572463,438737,0.53435,69.72439024,"51.9",0.5759999847,NA,0.0989115923,NA,NA,0.0355,0.187
"CRI","2000",7588.726,3925450,0.59049,77.42268293,NA,0.565,0.1881951,0.2425268202,0.9486819,0.0321,0.013,0.052
"CSS","2000",8804.591925,6454716,0.4149409891,70.19058366,NA,0.5577669055,0.1361189,NA,0.8816827,NA,0.0270950086,0.09845891522
"CUB","2000",8948.602699,11116787,0.75323,76.64480488,"31.3",0.51,NA,0.1080359778,NA,NA,0.0084,0.056
"CUW","2000",NA,133860,0.90752,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYM","2000",NA,41685,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP","2000",20726.62731,943287,0.68648,77.97168293,"67.2",0.5779999924,0.1427602,0.0648267796,NA,NA,0.0066,NA
"CZE","2000",16282.47337,10255063,0.73988,74.96829268,"68.6",0.5509999847,0.0907353,0.1369261734,NA,NA,0.0066,NA
"DEU","2000",26630.51119,82211508,0.73067,77.92682927,"65.7",0.5370000076,NA,0.1787481338,NA,NA,0.0054,NA
"DJI","2000",1677.661256,722562,0.76532,57.01034146,"55.1",NA,0.2938595,0.11965921,NA,NA,0.1008,0.524
"DMA","2000",6472.655571,69679,0.65265,NA,NA,NA,NA,0.0664010624,NA,NA,0.0153,NA
"DNK","2000",29558.29463,5339616,0.851,76.59268293,"68.3",0.6279999924,0.1534415,0.1359251121,NA,NA,0.0056,NA
"DOM","2000",6379.557666,8562623,0.61746,70.63373171,"59",0.5429999924,0.1298848,0.1586291579,NA,0.0185,0.0413,0.307
"DZA","2000",8093.611355,31183658,0.59919,70.18390244,"56.8",0.3070000076,NA,0.0879335148,NA,NA,0.0397,0.087
"EAP","2000",3273.16242,1814543356,0.3665997405,70.38437308,NA,0.717862628,0.15640765,NA,0.9076923,NA,0.0423,0.1843649704
"EAR","2000",3943.831498,2473204321,0.3837563401,64.44628161,NA,0.567264922,0.1749648,0.09339253734,0.7021868,NA,0.07921953264,0.1840564646
"EAS","2000",5638.367007,2045729346,0.4122672443,71.39122554,NA,0.7033241432,NA,NA,0.9161471,NA,0.03997291961,0.180938195
"ECA","2000",6031.818451,392648544,0.6328166781,67.56730635,NA,0.5256875243,0.1147809,0.1150077659,0.9574873,NA,0.0423,NA
"ECS","2000",15810.76282,861989674,0.6833491308,73.0248189,NA,0.5193714707,0.1135897,0.1447531529,0.9814146,NA,0.02260047099,NA
"ECU","2000",5855.634754,12628596,0.60299,72.94417073,"59.8",0.62,0.049643,0.0508158663,NA,0.1164,0.0344,0.178
"EGY","2000",5989.66348,68334905,0.42797,68.5907561,NA,0.42,NA,0.0733037018,NA,NA,0.0465,0.05
"EMU","2000",25061.80851,320997414,0.7259167713,78.27412635,NA,0.4997484517,0.10931635,0.1460842287,0.9846616,NA,0.006022098411,NA
"ERI","2000",1277.34506,3535156,0.17555,56.02502439,NA,0.7619999695,NA,0.0261121857,NA,NA,0.0891,NA
"ESP","2000",21869.54874,40263216,0.76262,78.96585366,"65.9",0.455,0.1068445,0.1318408603,NA,NA,0.0065,NA
"EST","2000",9706.928198,1396985,0.69368,70.41707317,"69.9",0.5079999924,0.1481044,0.1129553728,0.997672,0.0028,0.011,NA
"ETH","2000",490.7276557,66443603,0.1474,51.93034146,"50.2",0.7540000153,0.1490773,0.0935782201,NA,NA,0.1451,0.579
"EUU","2000",22557.05847,487865459,0.7155946551,77.15746403,NA,0.5135178966,0.1107332,0.1447201453,0.9875396,NA,0.007540773704,NA
"FCS","2000",2507.92002,336909548,0.3523639846,56.72216964,NA,0.5892183967,NA,NA,0.6468783,NA,0.1239442158,NA
"FIN","2000",26465.7522,5176209,0.82183,77.46585366,"64.3",0.5570000076,0.1217092,0.1064226155,NA,NA,0.0043,NA
"FJI","2000",5603.92492,811223,0.47908,67.60585366,"57.8",0.5290000153,0.2048492,0.1131596345,NA,NA,0.0245,0.05
"FRA","2000",25972.1999,60912498,0.75871,79.05609756,"57.4",0.4970000076,0.1078995,0.1517648318,NA,NA,0.0054,NA
"FRO","2000",NA,46491,0.36337,78.43658537,NA,NA,NA,NA,NA,NA,NA,NA
"FSM","2000",2510.505151,107430,0.2233,67.2752439,NA,NA,0.0996512,0.1091982919,NA,0.2848,0.0539,NA
"GAB","2000",14090.04663,1231548,0.80082,59.3394878,"58.2",0.4779999924,0.1770649,0.0530079123,NA,NA,0.0853,0.05
"GBR","2000",27440.99785,58892514,0.78651,77.74146341,"77.3",0.5840000153,0.1206015,0.1517366816,NA,NA,0.0066,NA
"GEO","2000",2590.318568,4418300,0.52638,71.61582927,"54.3",0.5679999924,0.1254072,0.0691480174,NA,0.0703,0.0357,0.148
"GHA","2000",1801.414609,18824994,0.43929,56.98709756,"58.1",0.6690000153,NA,0.0784956549,0.5789747,NA,0.1007,0.175
"GIB","2000",NA,27351,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIN","2000",897.2866291,8799165,0.31017,51.24290244,"58.2",0.6940000153,0.1519597,0.0642162374,NA,NA,0.1702,0.272
"GMB","2000",1239.85596,1228863,0.47868,55.57607317,NA,0.7169999695,0.119218,0.1037205159,0.3681773,NA,0.1188,0.141
"GNB","2000",1019.007441,1315455,0.36654,51.44543902,"34.7",0.6590000153,NA,0.0225332722,0.4135777,NA,0.1775,0.284
"GNQ","2000",9242.915347,530896,0.38806,52.10863415,"45.6",0.8140000153,NA,0.0865785724,0.883083,NA,0.1521,NA
"GRC","2000",19285.44215,10805808,0.72716,77.88780488,"61",0.4670000076,0.0707659,0.0982691575,NA,NA,0.0078,NA
"GRD","2000",7649.96964,101620,0.35871,70.25160976,NA,NA,NA,0.1322404372,NA,NA,0.016,NA
"GRL","2000",NA,56200,0.816,66.96341463,NA,NA,NA,NA,NA,NA,NA,NA
"GTM","2000",4796.211112,11688660,0.45127,67.74270732,NA,0.6220000076,NA,0.1441523293,NA,0.0392,0.0506,0.221
"GUM","2000",NA,155328,0.93129,75.09802439,NA,NA,NA,NA,NA,NA,NA,NA
"GUY","2000",3630.312326,742218,0.28694,64.97314634,"52.4",0.5340000153,0.1765684,0.1076508617,NA,NA,0.0467,0.104
"HIC","2000",27592.54743,1074878739,0.7675691482,77.59534994,NA,0.5644984965,0.1206015,0.1514730214,0.9828658,NA,0.0107,NA
"HKG","2000",26962.69676,6665000,1,80.87804878,NA,0.5770000076,NA,NA,NA,NA,NA,NA
"HND","2000",2757.106279,6243080,0.45458,70.49419512,NA,0.6340000153,NA,0.152573913,NA,NA,0.0374,0.19
"HPC","2000",1121.900376,474127024,0.2853331147,52.08254071,NA,0.6766246632,0.1490773,NA,0.5224946,NA,0.1483086637,0.3661612451
"HRV","2000",11054.42108,4426000,0.55587,72.80780488,"53.6",0.45,NA,0.1302050918,NA,6e-04,0.0083,NA
"HTI","2000",1378.790371,8549202,0.356,57.67604878,"45.7",0.5809999847,NA,0.1600599457,NA,NA,0.1048,0.552
"HUN","2000",12085.37602,10210971,0.64575,71.24634146,NA,0.46,0.1032352,0.1062900704,NA,0,0.0112,NA
"IBD","2000",4404.035979,3891341487,0.4404190403,68.08069632,NA,0.6165454626,0.15228565,NA,0.8275438,NA,0.05893550438,0.1512639105
"IBT","2000",3771.528708,5066287495,0.4038052044,65.56155267,NA,0.620775625,0.1519597,NA,0.7808504,NA,0.0846844095,0.1822312521
"IDA","2000",1697.537387,1174946008,0.2823669573,57.21805122,NA,0.6377663802,0.1490773,NA,0.6024479,NA,0.1310092135,0.2864104131
"IDB","2000",2479.118621,435073133,0.328799209,59.52019563,NA,0.5694865596,NA,NA,0.6587464,NA,0.1285520401,0.2078745847
"IDN","2000",4601.849359,211540428,0.42002,66.24687805,"55.2",0.6329999924,NA,0.0435404996,NA,NA,0.0523,0.172
"IDX","2000",1229.492851,739872875,0.2550001631,55.86450313,NA,0.6810334909,0.1505185,NA,0.5556331,NA,0.1322167181,0.3389578563
"IMN","2000",NA,76806,0.51823,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND","2000",1998.488658,1053481072,0.27667,62.63063415,"47.4",0.5659999847,0.1749648,0.0438714412,NA,NA,0.0912,0.17
"INX","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","2000",29612.17021,3805174,0.59146,76.53658537,"76.1",0.565,0.1338861,0.1446313097,NA,NA,0.0071,NA
"IRN","2000",9435.981839,65850062,0.64042,70.13719512,NA,0.3890000153,0.2063385,0.1060745991,NA,NA,0.0347,0.052
"IRQ","2000",9647.867025,23574751,0.68496,69.17880488,"17.2",0.3370000076,NA,NA,0.740522,NA,0.0447,0.246
"ISL","2000",29600.33339,281205,0.92401,79.65365854,"74",0.7509999847,0.1575082,0.1825776395,NA,NA,0.004,NA
"ISR","2000",24923.88603,6289000,0.91203,78.95365854,"65.5",0.4940000153,0.1272266,0.0928964979,NA,NA,0.0069,NA
"ITA","2000",26640.21701,56942108,0.67222,79.77804878,"61.9",0.4259999847,0.0944847,0.1254325244,NA,NA,0.0055,NA
"JAM","2000",6447.320491,2589389,0.51814,72.31317073,NA,0.5770000076,0.167966,0.0737318815,NA,NA,0.022,0.078
"JOR","2000",6136.91822,4767476,0.79808,71.7797561,"67.5",0.3620000076,NA,0.1371078814,NA,NA,0.0277,0.07
"JPN","2000",25938.19789,126843000,0.78649,81.07609756,"70.7",0.5940000153,0.0993041,0.1537760832,NA,NA,0.0045,NA
"KAZ","2000",8220.673645,14883626,0.55729,65.51707317,"50.4",0.6120000076,NA,0.0915282392,NA,NA,0.0436,0.05
"KEN","2000",1710.876774,31065820,0.19892,50.78517073,"59.7",0.615,0.2306399,0.1055287957,0.8222907,NA,0.1079,0.323
"KGZ","2000",1644.311973,4898400,0.35298,68.55853659,NA,0.6,0.1159721,0.119691905,NA,0.1127,0.0487,0.152
"KHM","2000",1086.552577,12197905,0.18586,58.35087805,"59.3",0.7659999847,0.11079,0.0890775464,NA,NA,0.1083,0.32
"KIR","2000",1402.786616,84406,0.42958,63.95068293,NA,NA,0.1526542,0.1038823529,NA,NA,0.0706,0.05
"KNA","2000",15128.53376,45544,0.32778,NA,NA,NA,0.1368505,0.0958881579,NA,NA,0.0186,NA
"KOR","2000",18083.08126,47008111,0.79621,75.83536585,NA,0.5829999924,NA,0.0837408616,NA,NA,0.0061,0.05
"KSV","2000",3674.105693,1700000,NA,67.95121951,NA,NA,NA,NA,NA,NA,NA,NA
"KWT","2000",58904.02452,1929470,0.98113,73.3137561,"69.7",0.6709999847,NA,0.0521732861,NA,NA,0.0127,0.05
"LAC","2000",8207.602916,464115149,0.7373162608,71.09285296,NA,0.5959789905,0.1525037,0.08509661496,0.8863312,NA,0.034,0.1334564158
"LAO","2000",1860.048897,5342879,0.21977,58.8792439,NA,0.7840000153,0.0726613,0.0517434114,0.6958312,NA,0.1177,0.392
