"country","year","gdp_capita","population","urban_pop","life_exp","eco_freedom","employment_ratio","gov_edu_expend","gov_health_expend","literacy","poverty","child_mortality","hunger"
"SMR","1984",NA,22455,0.87095,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM","1984",NA,6113252,0.27804,45.98436585,NA,NA,NA,NA,NA,NA,0.1871,NA
"SRB","1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0403,NA
"SSA","1984",NA,428941639,0.2388353426,49.30088628,NA,NA,NA,NA,NA,NA,0.1901,NA
"SSD","1984",NA,5314358,0.09261,39.99953659,NA,NA,NA,NA,NA,NA,0.2804,NA
"SSF","1984",NA,429008541,0.2388749894,49.30088628,NA,NA,NA,NA,NA,NA,0.1903978321,NA
"SST","1984",NA,22284023,0.3967973404,62.93338499,NA,NA,NA,NA,NA,NA,0.07754562317,NA
"STP","1984",NA,101871,0.36963,60.80260976,NA,NA,NA,NA,NA,NA,0.1001,NA
"SUR","1984",NA,367611,0.65259,66.87304878,NA,NA,NA,NA,NA,NA,0.0555,NA
"SVK","1984",NA,5127097,0.53711,70.75097561,NA,NA,NA,NA,NA,NA,0.0228,NA
"SVN","1984",NA,1932154,0.4942,70.90243902,NA,NA,NA,NA,NA,NA,0.0152,NA
"SWE","1984",NA,8336605,0.831,76.81585366,NA,NA,NA,NA,NA,NA,0.0077,NA
"SWZ","1984",NA,680253,0.20965,56.80885366,NA,NA,NA,NA,NA,NA,0.0951,NA
"SXM","1984",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SYC","1984",NA,66902,0.49307,NA,NA,NA,NA,NA,NA,NA,0.0218,NA
"SYR","1984",NA,10313485,0.47684,67.86321951,NA,NA,NA,NA,NA,NA,0.0494,NA
"TCA","1984",NA,9097,0.63484,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCD","1984",NA,4955088,0.19578,45.79453659,NA,NA,NA,NA,NA,NA,0.2309,NA
"TEA","1984",NA,1431811586,0.2362033793,66.48799381,NA,NA,NA,NA,NA,NA,0.06670027366,NA
"TEC","1984",NA,406091720,0.6024575097,67.42505576,NA,NA,NA,NA,NA,NA,0.05550464212,NA
"TGO","1984",NA,3140355,0.26169,54.23904878,NA,NA,NA,NA,NA,NA,0.1623,NA
"THA","1984",NA,51105438,0.27832,67.13117073,NA,NA,NA,NA,NA,NA,0.0507,NA
"TJK","1984",NA,4400743,0.33445,63.10287805,NA,NA,NA,NA,NA,NA,0.1261,NA
"TKM","1984",NA,3151262,0.46196,62.04453659,NA,NA,NA,NA,NA,NA,0.1076,NA
"TLA","1984",NA,382659818,0.6665465372,65.40046328,NA,NA,NA,NA,NA,NA,0.07132289833,NA
"TLS","1984",NA,636670,0.18132,41.94385366,NA,NA,NA,NA,NA,NA,NA,NA
"TMN","1984",NA,188904386,0.4908433184,60.20789686,NA,NA,NA,NA,NA,NA,0.09743067496,NA
"TON","1984",NA,93838,0.22042,68.53365854,NA,NA,NA,NA,NA,NA,0.026,NA
"TSA","1984",NA,988878603,0.2345533839,55.70009794,NA,NA,NA,NA,NA,NA,0.1533695951,NA
"TSS","1984",NA,429008541,0.2388749894,49.30088628,NA,NA,NA,NA,NA,NA,0.1903978321,NA
"TTO","1984",NA,1155701,0.09839,67.46641463,NA,NA,NA,NA,NA,NA,0.0349,NA
"TUN","1984",NA,7042550,0.53011,65.24904878,NA,NA,NA,NA,0.481907,NA,0.0756,NA
"TUR","1984",NA,48138191,0.50634,61.14319512,NA,NA,NA,NA,NA,NA,0.1049,NA
"TUV","1984",NA,8537,0.3332,NA,NA,NA,NA,NA,NA,NA,0.061,NA
"TZA","1984",NA,21178079,0.16305,50.92504878,NA,NA,NA,NA,NA,NA,0.1775,NA
"UGA","1984",NA,14163214,0.08805,48.13002439,NA,NA,NA,NA,NA,NA,0.1998,NA
"UKR","1984",NA,50754000,0.641,69.31734146,NA,NA,NA,NA,NA,NA,0.0238,NA
"UMC","1984",NA,1833155645,0.3848524699,66.62252438,NA,NA,NA,NA,NA,0.2189,0.0639,NA
"URY","1984",NA,2992648,0.8685,71.34863415,NA,NA,NA,NA,NA,NA,0.0298,NA
"USA","1984",NA,235825000,0.74344,74.56341463,NA,NA,NA,NA,NA,NA,0.013,NA
"UZB","1984",NA,17712992,0.40734,66.542,NA,NA,NA,NA,NA,NA,0.0905,NA
"VCT","1984",NA,103742,0.3805,68.70729268,NA,NA,NA,NA,NA,NA,0.0386,NA
"VEN","1984",NA,17057786,0.81422,69.01978049,NA,NA,NA,NA,NA,NA,0.0374,NA
"VGB","1984",NA,12729,0.28237,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VIR","1984",NA,108000,0.83514,72.70204878,NA,NA,NA,NA,NA,NA,NA,NA
"VNM","1984",NA,57692000,0.19498,68.58412195,NA,NA,NA,NA,NA,NA,0.062,NA
"VUT","1984",NA,127094,0.1631,60.64226829,NA,NA,NA,NA,NA,NA,0.0515,NA
"WSM","1984",NA,159281,0.212,61.9625122,NA,NA,NA,NA,NA,NA,0.039,NA
"YEM","1984",NA,9402070,0.17993,54.25558537,NA,NA,NA,NA,NA,NA,0.1631,NA
"ZAF","1984",NA,30505361,0.49088,59.35243902,NA,NA,NA,NA,NA,NA,0.0738,NA
"ZMB","1984",NA,6793708,0.39705,49.52690244,NA,NA,NA,NA,NA,NA,0.1692,NA
"ZWE","1984",NA,8528328,0.24736,61.58395122,NA,NA,NA,NA,NA,NA,0.0849,NA
"ABW","1985",NA,63028,0.50395,73.09797561,NA,NA,NA,NA,NA,NA,NA,NA
"AFG","1985",NA,11630498,0.16958,45.57702439,NA,NA,NA,NA,NA,NA,0.216,NA
"AGO","1985",NA,9745209,0.22541,40.77778049,NA,NA,NA,NA,NA,NA,0.2283,NA
"ALB","1985",NA,2964762,0.35083,71.47121951,NA,NA,NA,NA,NA,NA,0.0543,NA
"AND","1985",NA,44597,0.95159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARB","1985",NA,191564251,0.4788959484,61.8189458,NA,NA,NA,NA,NA,NA,0.09972888058,NA
"ARE","1985",NA,1350433,0.79804,70.07663415,NA,NA,NA,NA,0.712353,NA,0.0227,NA
"ARG","1985",NA,30388781,0.85038,70.63139024,NA,NA,NA,NA,NA,NA,0.0331,NA
"ARM","1985",NA,3339147,0.6709,69.5,NA,NA,NA,NA,NA,NA,0.0615,NA
"ASM","1985",NA,39247,0.77762,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATG","1985",NA,65744,0.35021,69.9285122,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","1985",NA,15758000,0.8546,75.62926829,NA,NA,NA,NA,NA,NA,0.0113,NA
"AUT","1985",NA,7564985,0.65566,73.81463415,NA,NA,NA,NA,NA,NA,0.0126,NA
"AZE","1985",NA,6674107,0.53498,65.42778049,NA,NA,NA,NA,NA,NA,0.1011,NA
"BDI","1985",NA,4774258,0.05221,48.78558537,NA,NA,NA,NA,NA,NA,0.1775,NA
"BEL","1985",NA,9858308,0.9593,74.5202439,NA,NA,NA,NA,NA,NA,0.0118,NA
"BEN","1985",NA,4287263,0.30796,49.93468293,NA,NA,NA,NA,NA,NA,0.1997,NA
"BFA","1985",NA,7727912,0.12334,49.25121951,NA,NA,NA,NA,NA,NA,0.2192,NA
"BGD","1985",NA,93015182,0.17496,55.59065854,NA,NA,NA,NA,NA,0.1916,0.1735,NA
"BGR","1985",NA,8960547,0.6459,71.22804878,NA,NA,NA,NA,NA,NA,0.0236,NA
"BHR","1985",NA,419425,0.87155,71.42787805,NA,NA,NA,NA,NA,NA,0.0249,NA
"BHS","1985",NA,234684,0.76674,69.61060976,NA,NA,NA,NA,NA,NA,0.0279,NA
"BIH","1985",NA,4369527,0.37589,71.35158537,NA,NA,NA,NA,NA,NA,0.027,NA
"BLR","1985",NA,9975000,0.61833,70.99268293,NA,NA,NA,NA,NA,NA,0.0194,NA
"BLZ","1985",NA,164916,0.48419,71.13136585,NA,NA,NA,NA,NA,NA,0.0535,NA
"BMU","1985",NA,56898,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOL","1985",NA,6211549,0.50519,52.47080488,NA,NA,NA,NA,NA,NA,0.1485,NA
"BRA","1985",NA,136836428,0.69862,63.56256098,NA,NA,NA,NA,NA,0.074,0.0751,NA
"BRB","1985",NA,255929,0.35975,69.94495122,NA,NA,NA,NA,NA,NA,0.022,NA
"BRN","1985",NA,223049,0.62252,71.75992683,NA,NA,NA,NA,NA,NA,0.0147,NA
"BTN","1985",NA,469010,0.12941,48.63907317,NA,NA,NA,NA,NA,NA,0.1652,NA
"BWA","1985",NA,1182942,0.26724,62.50965854,NA,NA,NA,NA,NA,0.1787,0.0571,NA
"CAF","1985",NA,2627424,0.35532,49.86829268,NA,NA,NA,NA,NA,NA,0.1778,NA
"CAN","1985",NA,25942000,0.76354,76.30341463,NA,NA,NA,NA,NA,NA,0.0097,NA
"CEB","1985",NA,109360296,0.598737352,70.31275699,NA,NA,NA,NA,NA,NA,0.02449181118,NA
"CHE","1985",NA,6470365,0.6521,76.73365854,NA,NA,NA,NA,NA,NA,0.009,NA
"CHI","1985",NA,133804,0.31832,74.39812195,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","1985",NA,12108576,0.82624,70.36939024,NA,NA,NA,NA,NA,NA,0.0224,NA
"CHN","1985",NA,1051040000,0.22874,68.15707317,NA,NA,NA,NA,NA,NA,0.054,NA
"CIV","1985",NA,10158033,0.3791,52.59412195,NA,NA,NA,NA,NA,0.0203,0.1542,NA
"CMR","1985",NA,10381098,0.36232,52.84478049,NA,NA,NA,NA,NA,NA,0.1502,NA
"COD","1985",NA,29985665,0.28513,47.6527561,NA,NA,NA,NA,NA,NA,0.1977,NA
"COG","1985",NA,2083648,0.52221,56.48785366,NA,NA,NA,NA,NA,NA,0.0975,NA
"COL","1985",NA,31011686,0.65574,67.57429268,NA,NA,NA,NA,NA,NA,0.0423,NA
"COM","1985",NA,357729,0.25469,53.81919512,NA,NA,NA,NA,NA,NA,0.1472,NA
"CPV","1985",NA,313976,0.315,63.52712195,NA,NA,NA,NA,NA,NA,0.0781,NA
"CRI","1985",NA,2730231,0.45445,74.47343902,NA,NA,NA,NA,NA,NA,0.0216,NA
"CSS","1985",NA,5786277,0.387594226,69.18985949,NA,NA,NA,NA,NA,NA,0.04118468547,NA
"CUB","1985",NA,10082990,0.70933,74.52892683,NA,NA,NA,NA,NA,NA,0.0185,NA
"CUW","1985",NA,152711,0.83274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYM","1985",NA,19315,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYP","1985",NA,703693,0.64678,75.68270732,NA,NA,NA,NA,NA,NA,0.0135,NA
"CZE","1985",NA,10337118,0.75365,71.04634146,NA,NA,NA,NA,NA,NA,0.017,NA
"DEU","1985",NA,77684873,0.72711,74.06453659,NA,NA,NA,NA,NA,NA,0.0111,NA
"DJI","1985",NA,423470,0.74925,55.47273171,NA,NA,NA,NA,NA,NA,0.1353,NA
"DMA","1985",NA,73640,0.5471,NA,NA,NA,NA,NA,NA,NA,0.017,NA
"DNK","1985",NA,5113691,0.84351,74.42756098,NA,NA,NA,NA,NA,NA,0.0097,NA
"DOM","1985",NA,6488857,0.53868,65.27253659,NA,NA,NA,NA,NA,NA,0.0727,NA
"DZA","1985",NA,22565908,0.47968,64.0737561,NA,NA,NA,NA,NA,NA,0.0712,NA
"EAP","1985",NA,1473632648,0.247071002,66.78628007,NA,NA,NA,NA,NA,NA,0.0652,NA
"EAR","1985",NA,1804081410,0.3285597304,58.48338903,NA,NA,NA,NA,NA,NA,0.1274273836,NA
"EAS","1985",NA,1682528269,0.3053738338,67.82369947,NA,NA,NA,NA,NA,NA,0.06120967086,NA
"ECA","1985",NA,368335062,0.6097949084,67.44967481,NA,NA,NA,NA,NA,NA,0.0685,NA
"ECS","1985",NA,818181288,0.6637447751,71.19552022,NA,NA,NA,NA,NA,NA,0.0381072003,NA
"ECU","1985",NA,9045977,0.51215,66.12753659,NA,NA,NA,NA,NA,NA,0.0727,NA
"EGY","1985",NA,49373806,0.43938,61.789,NA,NA,NA,NA,NA,NA,0.1188,NA
"EMU","1985",NA,305968030,0.7058016395,74.75764035,NA,NA,NA,NA,NA,NA,0.01242173257,NA
"ERI","1985",NA,2756493,0.15228,45.01131707,NA,NA,NA,NA,NA,NA,0.1757,NA
"ESP","1985",NA,38418817,0.74213,76.2595122,NA,NA,NA,NA,NA,NA,0.0134,NA
"EST","1985",NA,1528781,0.70767,69.3804878,NA,NA,NA,NA,NA,NA,0.0231,NA
"ETH","1985",NA,40775997,0.11453,44.62990244,NA,NA,NA,NA,NA,NA,0.2234,NA
"EUU","1985",NA,470587065,0.6972117984,73.87723675,NA,NA,NA,NA,NA,NA,0.01530945729,NA
"FCS","1985",NA,226941758,0.297045709,53.3969092,NA,NA,NA,NA,NA,NA,0.1590815307,NA
"FIN","1985",NA,4902206,0.75808,74.22292683,NA,NA,NA,NA,NA,NA,0.0073,NA
"FJI","1985",NA,711663,0.38523,64.37909756,NA,NA,NA,NA,NA,NA,0.0354,NA
"FRA","1985",NA,56795686,0.7365,75.3,NA,NA,NA,NA,NA,NA,0.0103,NA
"FRO","1985",NA,45840,0.30766,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FSM","1985",NA,85689,0.26149,65.63658537,NA,NA,NA,NA,NA,NA,0.059,NA
"GAB","1985",NA,830091,0.62402,59.09426829,NA,NA,NA,NA,NA,NA,0.1004,NA
"GBR","1985",NA,56550268,0.7839,74.62926829,NA,NA,NA,NA,NA,NA,0.0114,NA
"GEO","1985",NA,4662900,0.54194,69.77485366,NA,NA,NA,NA,NA,NA,0.0507,NA
"GHA","1985",NA,12716238,0.32896,54.10970732,NA,NA,NA,NA,NA,NA,0.1546,NA
"GIB","1985",NA,26611,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIN","1985",NA,5078689,0.26621,45.45473171,NA,NA,NA,NA,NA,NA,0.2631,NA
"GMB","1985",NA,732092,0.33019,50.03104878,NA,NA,NA,NA,NA,NA,0.204,NA
"GNB","1985",NA,944941,0.22431,47.37,NA,NA,NA,NA,NA,NA,NA,NA
"GNQ","1985",NA,314407,0.2994,46.45402439,NA,NA,NA,NA,NA,NA,0.2091,NA
"GRC","1985",NA,9934300,0.70518,75.07656098,NA,NA,NA,NA,NA,NA,0.0174,NA
"GRD","1985",NA,99907,0.33183,67.4907561,NA,NA,NA,NA,NA,NA,0.027,NA
"GRL","1985",NA,53200,0.77961,63.83365854,NA,NA,NA,NA,NA,NA,NA,NA
"GTM","1985",NA,8117499,0.39152,59.56807317,NA,NA,NA,NA,NA,NA,0.102,NA
"GUM","1985",NA,116576,0.92339,70.80653659,NA,NA,NA,NA,NA,NA,NA,NA
"GUY","1985",NA,765043,0.30033,63.04114634,NA,NA,NA,NA,NA,NA,0.0668,NA
"HIC","1985",NA,966684594,0.7320977648,74.35567806,NA,NA,NA,NA,NA,NA,0.0185,NA
"HKG","1985",NA,5456200,0.9292,76.43414634,NA,NA,NA,NA,NA,NA,NA,NA
"HND","1985",NA,4237436,0.37735,63.6137561,NA,NA,NA,NA,NA,NA,0.0746,NA
"HPC","1985",NA,308377129,0.2294740437,48.86214611,NA,NA,NA,NA,NA,NA,0.1967323647,NA
"HRV","1985",NA,4701000,0.52291,70.88609756,NA,NA,NA,NA,NA,NA,0.018,NA
"HTI","1985",NA,6384196,0.23261,52.64753659,NA,NA,NA,NA,NA,NA,0.1676,NA
"HUN","1985",NA,10648713,0.65095,68.97219512,NA,NA,NA,NA,NA,NA,0.024,NA
"IBD","1985",NA,3099289034,0.3627037511,63.7791292,NA,NA,NA,NA,NA,NA,0.08957812392,NA
"IBT","1985",NA,3904169497,0.3353650622,61.75680573,NA,NA,NA,NA,NA,NA,0.1117504104,NA
"IDA","1985",NA,804880463,0.2298737017,53.98762587,NA,NA,NA,NA,NA,NA,0.1685897471,NA
"IDB","1985",NA,307023847,0.2741720351,58.04692755,NA,NA,NA,NA,NA,NA,0.1437137403,NA
"IDN","1985",NA,165012195,0.26089,61.53839024,NA,NA,NA,NA,NA,NA,0.1031,NA
"IDX","1985",NA,497856616,0.202462697,51.48465403,NA,NA,NA,NA,NA,NA,0.1823649921,NA
"IMN","1985",NA,64446,0.51765,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IND","1985",NA,782085127,0.24348,55.86090244,NA,NA,NA,NA,NA,NA,0.1452,NA
"INX","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRL","1985",NA,3538082,0.56275,73.64090244,NA,NA,NA,NA,NA,NA,0.0107,NA
"IRN","1985",NA,47290793,0.53395,55.87141463,NA,NA,NA,NA,NA,NA,0.0774,NA
"IRQ","1985",NA,15576396,0.68767,61.65809756,NA,NA,NA,NA,NA,NA,0.0616,NA
"ISL","1985",NA,241405,0.8957,77.60243902,NA,NA,NA,NA,NA,NA,0.0077,NA
"ISR","1985",NA,4233000,0.89828,75.20731707,NA,NA,NA,NA,NA,NA,0.0144,NA
"ITA","1985",NA,56593071,0.66826,75.47073171,NA,NA,NA,NA,NA,NA,0.012,NA
"JAM","1985",NA,2311100,0.48424,72.1302439,NA,NA,NA,NA,NA,NA,0.0353,NA
"JOR","1985",NA,2782885,0.66996,68.33839024,NA,NA,NA,NA,NA,NA,0.0446,NA
"JPN","1985",NA,120754000,0.76712,77.6504878,NA,NA,NA,NA,NA,NA,0.0075,NA
"KAZ","1985",NA,15403006,0.5601,68.53658537,NA,NA,NA,NA,NA,NA,0.0594,NA
"KEN","1985",NA,19660713,0.16079,59.59702439,NA,NA,NA,NA,NA,NA,0.0968,NA
"KGZ","1985",NA,3990300,0.38377,64.91895122,NA,NA,NA,NA,NA,NA,0.0791,NA
"KHM","1985",NA,7743065,0.13931,50.43812195,NA,NA,NA,NA,NA,NA,0.1212,NA
"KIR","1985",NA,64006,0.33541,58.07485366,NA,NA,NA,NA,NA,NA,0.1149,NA
"KNA","1985",NA,42017,0.35243,NA,NA,NA,NA,NA,NA,NA,0.038,NA
"KOR","1985",NA,40805744,0.64876,68.53292683,NA,NA,NA,NA,NA,NA,0.01,NA
"KSV","1985",NA,1682000,NA,66.79756098,NA,NA,NA,NA,NA,NA,NA,NA
"KWT","1985",NA,1735320,0.97903,71.24853659,NA,NA,NA,NA,0.7449087,NA,0.0231,NA
"LAC","1985",NA,354060594,0.6535626008,65.37787117,NA,NA,NA,NA,NA,NA,0.0728,NA
"LAO","1985",NA,3680145,0.13804,51.0184878,NA,NA,NA,NA,NA,NA,0.1818,NA
"LBN","1985",NA,2676593,0.79422,68.89797561,NA,NA,NA,NA,NA,NA,0.0416,NA
"LBR","1985",NA,2197442,0.42373,47.31982927,NA,NA,NA,NA,NA,NA,0.235,NA
"LBY","1985",NA,3840635,0.7545,66.75414634,NA,NA,NA,NA,NA,NA,0.0544,NA
"LCA","1985",NA,126416,0.27923,70.4355122,NA,NA,NA,NA,NA,NA,0.0273,NA
"LCN","1985",NA,405096423,0.6749804354,66.05815965,NA,NA,NA,NA,NA,NA,0.0674505788,NA
"LDC","1985",NA,446546151,0.1898102426,50.2568958,NA,NA,NA,NA,NA,NA,0.1921574657,NA
"LIC","1985",NA,281929614,0.2075085878,48.93973761,NA,NA,NA,NA,NA,NA,0.2004,NA
"LIE","1985",NA,27259,0.17619,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LKA","1985",NA,15831000,0.18627,69.27595122,NA,NA,NA,NA,NA,0.0255,0.0303,NA
"LMC","1985",NA,1699641522,0.2797409243,57.88132914,NA,NA,NA,NA,NA,NA,0.1354,NA
"LMY","1985",NA,3844303416,0.3287711173,61.61458883,NA,NA,NA,NA,NA,NA,0.1149,NA
"LSO","1985",NA,1467856,0.11752,56.25263415,NA,NA,NA,NA,NA,NA,0.0974,NA
"LTE","1985",NA,1716423572,0.3588146417,67.82202841,NA,NA,NA,NA,NA,NA,0.0537582463,NA
"LTU","1985",NA,3544543,0.65038,70.50121951,NA,NA,NA,NA,NA,NA,0.0192,NA
"LUX","1985",NA,366706,0.80669,73.5857561,NA,NA,NA,NA,NA,NA,0.0112,NA
"LVA","1985",NA,2578873,0.6856,69.29146341,NA,NA,NA,NA,NA,NA,0.021,NA
"MAC","1985",NA,296222,0.99377,73.94217073,NA,NA,NA,NA,NA,NA,NA,NA
"MAF","1985",NA,15392,NA,72.66829268,NA,NA,NA,NA,NA,NA,NA,NA
"MAR","1985",NA,22596133,0.44779,61.42078049,NA,NA,NA,NA,NA,NA,0.103,NA
"MCO","1985",NA,28836,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MDA","1985",NA,3570000,0.44176,66.14770732,NA,NA,NA,NA,NA,NA,0.0407,NA
"MDG","1985",NA,9981113,0.20933,49.71031707,NA,NA,NA,NA,NA,NA,0.1824,NA
"MDV","1985",NA,189551,0.25491,57.40814634,NA,NA,NA,NA,0.9223005,NA,0.1203,NA
"MEA","1985",NA,218133868,0.5261017101,61.85029711,NA,NA,NA,NA,NA,NA,0.08705039064,NA
"MEX","1985",NA,77322643,0.6895,68.79260976,NA,NA,NA,NA,NA,NA,0.0587,NA
"MHL","1985",NA,38334,0.61945,NA,NA,NA,NA,NA,NA,NA,0.0607,NA
"MIC","1985",NA,3562373802,0.3383724813,62.61985501,NA,NA,NA,NA,NA,NA,0.1034,NA
"MKD","1985",NA,1981532,0.55696,69.76365854,NA,NA,NA,NA,NA,NA,0.0495,NA
"MLI","1985",NA,7831891,0.21013,43.48087805,NA,NA,NA,NA,NA,NA,0.285,NA
"MLT","1985",NA,336452,0.89828,74.08056098,NA,NA,NA,NA,0.8798217,NA,0.0139,NA
"MMR","1985",NA,38508821,0.24076,56.86392683,NA,NA,NA,NA,NA,NA,0.1243,NA
"MNA","1985",NA,194828467,0.4959110316,61.00992364,NA,NA,NA,NA,NA,NA,0.0897,NA
"MNE","1985",NA,605398,0.42325,73.71134146,NA,NA,NA,NA,NA,NA,0.0246,NA
"MNG","1985",NA,1921885,0.5504,58.38136585,NA,NA,NA,NA,NA,NA,0.1358,NA
"MNP","1985",NA,30341,0.88381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOZ","1985",NA,13102982,0.18326,41.77209756,NA,NA,NA,NA,NA,NA,0.2538,NA
"MRT","1985",NA,1766855,0.34994,56.86312195,NA,NA,NA,NA,NA,NA,0.1392,NA
"MUS","1985",NA,1020528,0.42325,68.37068293,NA,NA,NA,NA,NA,NA,0.0284,NA
"MWI","1985",NA,7205635,0.10163,45.04541463,NA,NA,NA,NA,NA,NA,0.2484,NA
"MYS","1985",NA,15764340,0.45893,69.5007561,NA,NA,NA,NA,NA,NA,0.0218,NA
"NAC","1985",NA,263922898,0.7468232531,74.73448283,NA,NA,NA,NA,NA,NA,0.01243037169,NA
"NAM","1985",NA,1149389,0.26366,59.83904878,NA,NA,NA,NA,NA,NA,0.087,NA
"NCL","1985",NA,154450,0.58834,68.76585366,NA,NA,NA,NA,NA,NA,NA,NA
"NER","1985",NA,6838170,0.14536,41.71939024,NA,NA,NA,NA,NA,NA,0.3329,NA
"NGA","1985",NA,83901570,0.25635,46.34529268,NA,NA,NA,NA,NA,0.1739,0.2095,NA
"NIC","1985",NA,3709091,0.51138,60.66782927,NA,NA,NA,NA,NA,NA,0.0827,NA
"NLD","1985",NA,14491632,0.66719,76.28463415,NA,NA,NA,NA,NA,NA,0.0097,NA
"NOR","1985",NA,4152516,0.7131,75.91682927,NA,NA,NA,NA,NA,NA,0.0102,NA
"NPL","1985",NA,16714335,0.07386,50.10626829,NA,NA,NA,NA,NA,NA,0.1765,NA
"NRU","1985",NA,8174,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NZL","1985",NA,3247100,0.83673,73.82926829,NA,NA,NA,NA,NA,NA,0.0138,NA
"OED","1985",NA,1025143958,0.7183122014,73.53198401,NA,NA,NA,NA,NA,NA,0.02708036929,NA
"OMN","1985",NA,1498416,0.57079,63.94012195,NA,NA,NA,NA,NA,NA,0.0661,NA
"OSS","1985",NA,15381431,0.4176880709,61.0109452,NA,NA,NA,NA,NA,NA,0.09117772474,NA
"PAK","1985",NA,92165065,0.29344,58.61807317,NA,NA,NA,NA,NA,NA,0.1511,NA
"PAN","1985",NA,2219276,0.52143,71.80765854,NA,NA,NA,NA,NA,NA,0.0367,NA
"PER","1985",NA,19544950,0.66864,62.95482927,NA,NA,NA,NA,NA,0.0647,0.1042,NA
"PHL","1985",NA,54323651,0.43046,63.79856098,NA,NA,NA,NA,NA,0.0932,0.074,NA
"PLW","1985",NA,13698,0.6738,NA,NA,NA,NA,NA,NA,NA,0.0408,NA
"PNG","1985",NA,3677854,0.13998,54.85226829,NA,NA,NA,NA,NA,NA,0.0972,NA
"POL","1985",NA,37201885,0.59942,70.54878049,NA,NA,NA,NA,NA,0.0013,0.0203,NA
"PRE","1985",NA,362656276,0.2524252106,48.86572273,NA,NA,NA,NA,NA,NA,0.1939945377,NA
"PRI","1985",NA,3377000,0.84317,74.30868293,NA,NA,NA,NA,NA,NA,NA,NA
"PRK","1985",NA,18778101,0.57644,67.4272439,NA,NA,NA,NA,NA,NA,0.0351,NA
"PRT","1985",NA,10023613,0.45298,72.81463415,NA,NA,NA,NA,NA,NA,0.0204,NA
"PRY","1985",NA,3671826,0.44983,67.29468293,NA,NA,NA,NA,NA,NA,0.0553,NA
"PSE","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0589,NA
"PSS","1985",NA,1585032,0.2980391064,62.69626279,NA,NA,NA,NA,NA,NA,0.04320569548,NA
"PST","1985",NA,936326850,0.7284199367,74.44520542,NA,NA,NA,NA,NA,NA,0.01262434363,NA
"PYF","1985",NA,175208,0.58639,67.45187805,NA,NA,NA,NA,NA,NA,NA,NA
"QAT","1985",NA,371071,0.901,74.11943902,NA,NA,NA,NA,NA,NA,0.0282,NA
"ROU","1985",NA,22755427,0.49641,69.70682927,NA,NA,NA,NA,NA,NA,0.0389,NA
"RUS","1985",NA,143858000,0.71923,67.85682927,NA,NA,NA,NA,NA,NA,0.03,NA
"RWA","1985",NA,6117966,0.05057,50.45185366,NA,NA,NA,NA,NA,NA,0.1601,NA
"SAS","1985",NA,1012099768,0.2371363192,56.08070917,NA,NA,NA,NA,NA,NA,0.1491,NA
"SAU","1985",NA,13361284,0.72647,66.63682927,NA,NA,NA,NA,NA,NA,0.0691,NA
"SDN","1985",NA,17097619,0.22937,54.75897561,NA,NA,NA,NA,NA,NA,0.136,NA
"SEN","1985",NA,6438024,0.37549,53.90414634,NA,NA,NA,NA,NA,NA,0.1726,NA
"SGP","1985",NA,2735957,1,73.8902439,NA,NA,NA,NA,NA,NA,0.0109,NA
"SLB","1985",NA,270809,0.12433,57.24504878,NA,NA,NA,NA,NA,NA,0.0445,NA
"SLE","1985",NA,3466044,0.31997,40.32480488,NA,NA,NA,NA,NA,NA,0.2728,NA
"SLV","1985",NA,4920932,0.46636,59.19397561,NA,NA,NA,NA,NA,NA,0.0804,NA
"SMR","1985",NA,22708,0.88291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOM","1985",NA,6068425,0.28067,46.16790244,NA,NA,NA,NA,NA,NA,0.186,NA
"SRB","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0391,NA
"SSA","1985",NA,441346877,0.2438986523,49.51606641,NA,NA,NA,NA,NA,NA,0.1882,NA
"SSD","1985",NA,5444907,0.09844,40.41753659,NA,NA,NA,NA,NA,NA,0.2765,NA
"SSF","1985",NA,441414277,0.2439366756,49.51606641,NA,NA,NA,NA,NA,NA,0.1885117461,NA
